group_name,auc_roc,auc_pr,precision,recall,f1,optimal_threshold,n_samples,n_positives,n_negatives,tp,fp,fn,tn,tool,depth,read,deam
CENTRIFUGE_depth40_read100_deam0.2,0.9944852941176471,0.6906114718614719,0.6666666666666666,0.25,0.36363636363636365,52599.42105263158,348,8,340,2,1,6,339,CENTRIFUGE,40,100,0.2
CENTRIFUGE_depth40_read100_deam0.3,0.9926470588235294,0.630048076923077,0.5,0.125,0.2,54253.15789473684,348,8,340,1,1,7,339,CENTRIFUGE,40,100,0.3
CENTRIFUGE_depth60_read20_deam0.0,0.4985294117647059,0.022988505747126436,0.022988505747126436,1.0,0.0449438202247191,0.0,348,8,340,8,340,0,0,CENTRIFUGE,60,20,0.0
CENTRIFUGE_depth60_read20_deam0.1,0.4985294117647059,0.022988505747126436,0.022988505747126436,1.0,0.0449438202247191,0.0,348,8,340,8,340,0,0,CENTRIFUGE,60,20,0.1
CENTRIFUGE_depth60_read20_deam0.2,0.4985294117647059,0.022988505747126436,0.022988505747126436,1.0,0.0449438202247191,0.0,348,8,340,8,340,0,0,CENTRIFUGE,60,20,0.2
CENTRIFUGE_depth60_read20_deam0.3,0.4985294117647059,0.022988505747126436,0.022988505747126436,1.0,0.0449438202247191,0.0,348,8,340,8,340,0,0,CENTRIFUGE,60,20,0.3
CENTRIFUGE_depth60_read30_deam0.0,0.9985294117647059,0.9317956349206349,1.0,0.5,0.6666666666666666,71387.42105263157,348,8,340,4,0,4,340,CENTRIFUGE,60,30,0.0
CENTRIFUGE_depth60_read30_deam0.1,0.9974264705882353,0.8338789682539682,0.8,0.5,0.6153846153846154,71364.0,348,8,340,4,1,4,339,CENTRIFUGE,60,30,0.1
CENTRIFUGE_depth60_read30_deam0.2,0.9974264705882354,0.8338789682539682,0.75,0.375,0.5,71372.21052631579,348,8,340,3,1,5,339,CENTRIFUGE,60,30,0.2
CENTRIFUGE_depth60_read30_deam0.3,0.9974264705882352,0.8338789682539682,0.6666666666666666,0.25,0.36363636363636365,71360.36842105263,348,8,340,2,1,6,339,CENTRIFUGE,60,30,0.3
CENTRIFUGE_depth60_read40_deam0.0,0.9985294117647059,0.9317956349206349,1.0,0.5,0.6666666666666666,285045.05263157893,348,8,340,4,0,4,340,CENTRIFUGE,60,40,0.0
CENTRIFUGE_depth60_read40_deam0.1,0.9974264705882353,0.8338789682539683,0.8,0.5,0.6153846153846154,71245.94736842105,348,8,340,4,1,4,339,CENTRIFUGE,60,40,0.1
CENTRIFUGE_depth60_read40_deam0.2,0.9974264705882353,0.8338789682539683,0.75,0.375,0.5,71234.31578947368,348,8,340,3,1,5,339,CENTRIFUGE,60,40,0.2
CENTRIFUGE_depth60_read40_deam0.3,0.9974264705882353,0.8338789682539682,0.6666666666666666,0.25,0.36363636363636365,71221.1052631579,348,8,340,2,1,6,339,CENTRIFUGE,60,40,0.3
CENTRIFUGE_depth60_read50_deam0.0,0.9985294117647059,0.9317956349206349,1.0,0.5,0.6666666666666666,71288.15789473684,348,8,340,4,0,4,340,CENTRIFUGE,60,50,0.0
CENTRIFUGE_depth60_read50_deam0.1,0.9974264705882353,0.8338789682539683,0.8,0.5,0.6153846153846154,71286.73684210527,348,8,340,4,1,4,339,CENTRIFUGE,60,50,0.1
CENTRIFUGE_depth60_read50_deam0.2,0.9974264705882353,0.8338789682539682,0.75,0.375,0.5,71287.42105263157,348,8,340,3,1,5,339,CENTRIFUGE,60,50,0.2
CENTRIFUGE_depth60_read50_deam0.3,0.9974264705882353,0.8338789682539683,0.6666666666666666,0.25,0.36363636363636365,71274.94736842105,348,8,340,2,1,6,339,CENTRIFUGE,60,50,0.3
CENTRIFUGE_depth60_read75_deam0.0,0.9970588235294118,0.7713789682539682,0.8,0.5,0.6153846153846154,61426.84210526316,348,8,340,4,1,4,339,CENTRIFUGE,60,75,0.0
CENTRIFUGE_depth60_read75_deam0.1,0.99375,0.6816287878787879,0.8,0.5,0.6153846153846154,73497.47368421052,348,8,340,4,1,4,339,CENTRIFUGE,60,75,0.1
CENTRIFUGE_depth60_read75_deam0.2,0.9933823529411765,0.6667478354978356,0.6666666666666666,0.25,0.36363636363636365,78802.68421052632,348,8,340,2,1,6,339,CENTRIFUGE,60,75,0.2
CENTRIFUGE_depth60_read75_deam0.3,0.9922794117647059,0.6201704545454545,0.5,0.125,0.2,81203.57894736843,348,8,340,1,1,7,339,CENTRIFUGE,60,75,0.3
CENTRIFUGE_depth60_read100_deam0.0,0.9970588235294118,0.7713789682539683,0.8,0.5,0.6153846153846154,61377.10526315789,348,8,340,4,1,4,339,CENTRIFUGE,60,100,0.0
CENTRIFUGE_depth60_read100_deam0.1,0.9948529411764705,0.7054924242424242,0.75,0.375,0.5,73754.1052631579,348,8,340,3,1,5,339,CENTRIFUGE,60,100,0.1
CENTRIFUGE_depth60_read100_deam0.2,0.9944852941176471,0.690611471861472,0.6666666666666666,0.25,0.36363636363636365,78943.26315789473,348,8,340,2,1,6,339,CENTRIFUGE,60,100,0.2
CENTRIFUGE_depth60_read100_deam0.3,0.9926470588235294,0.630048076923077,0.5,0.125,0.2,81302.94736842105,348,8,340,1,1,7,339,CENTRIFUGE,60,100,0.3
Clark_depth1_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,20,0.0
Clark_depth1_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,20,0.1
Clark_depth1_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,20,0.2
Clark_depth1_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,20,0.3
Clark_depth1_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,30,0.0
Clark_depth1_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,30,0.1
Clark_depth1_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,30,0.2
Clark_depth1_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,30,0.3
Clark_depth1_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,40,0.0
Clark_depth1_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,40,0.1
Clark_depth1_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,40,0.2
Clark_depth1_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,40,0.3
Clark_depth1_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,50,0.0
Clark_depth1_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,50,0.1
Clark_depth1_read50_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,50,0.2
Clark_depth1_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,50,0.3
Clark_depth1_read75_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,75,0.0
Clark_depth1_read75_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,75,0.1
Clark_depth1_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,75,0.2
Clark_depth1_read75_deam0.3,0.421875,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,75,0.3
Clark_depth1_read100_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,100,0.0
Clark_depth1_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,100,0.1
Clark_depth1_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,100,0.2
Clark_depth1_read100_deam0.3,0.421875,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,1,100,0.3
Clark_depth2_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,20,0.0
Clark_depth2_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,20,0.1
Clark_depth2_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,20,0.2
Clark_depth2_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,20,0.3
Clark_depth2_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,30,0.0
Clark_depth2_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,30,0.1
Clark_depth2_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,30,0.2
Clark_depth2_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,30,0.3
Clark_depth2_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,40,0.0
Clark_depth2_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,40,0.1
Clark_depth2_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,40,0.2
Clark_depth2_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,40,0.3
Clark_depth2_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,50,0.0
Clark_depth2_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,50,0.1
Clark_depth2_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,50,0.3
Clark_depth2_read75_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,75,0.0
Clark_depth2_read75_deam0.1,0.828125,0.14285714285714285,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,75,0.1
Clark_depth2_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,75,0.2
Clark_depth2_read75_deam0.3,0.828125,0.14285714285714285,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,75,0.3
Clark_depth2_read100_deam0.0,0.828125,0.14285714285714285,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,100,0.0
Clark_depth2_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,100,0.1
Clark_depth2_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,100,0.2
Clark_depth2_read100_deam0.3,0.8125,0.125,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,2,100,0.3
Clark_depth5_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,20,0.0
Clark_depth5_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,20,0.1
Clark_depth5_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,20,0.2
Clark_depth5_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,20,0.3
Clark_depth5_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,30,0.0
Clark_depth5_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,30,0.1
Clark_depth5_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,30,0.2
Clark_depth5_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,30,0.3
Clark_depth5_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.1111111111111111,33,1,32,1,32,0,0,Clark,5,40,0.0
Clark_depth5_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.3333333333333333,33,1,32,1,32,0,0,Clark,5,40,0.1
Clark_depth5_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,40,0.2
Clark_depth5_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,40,0.3
Clark_depth5_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.1,33,1,32,1,32,0,0,Clark,5,50,0.0
Clark_depth5_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.14285714285714285,33,1,32,1,32,0,0,Clark,5,50,0.1
Clark_depth5_read50_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,50,0.2
Clark_depth5_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,50,0.3
Clark_depth5_read75_deam0.0,0.796875,0.125,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,75,0.0
Clark_depth5_read75_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,75,0.1
Clark_depth5_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,75,0.2
Clark_depth5_read75_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,75,0.3
Clark_depth5_read100_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,100,0.0
Clark_depth5_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,100,0.1
Clark_depth5_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,100,0.2
Clark_depth5_read100_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,5,100,0.3
Clark_depth10_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,20,0.0
Clark_depth10_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,20,0.1
Clark_depth10_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,20,0.2
Clark_depth10_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,20,0.3
Clark_depth10_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.029411764705882353,33,1,32,1,32,0,0,Clark,10,30,0.0
Clark_depth10_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.07142857142857142,33,1,32,1,32,0,0,Clark,10,30,0.1
Clark_depth10_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,30,0.2
Clark_depth10_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,30,0.3
Clark_depth10_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.16666666666666666,33,1,32,1,32,0,0,Clark,10,40,0.0
Clark_depth10_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,40,0.1
Clark_depth10_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.1,33,1,32,1,32,0,0,Clark,10,40,0.2
Clark_depth10_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,40,0.3
Clark_depth10_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.11764705882352941,33,1,32,1,32,0,0,Clark,10,50,0.0
Clark_depth10_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.2222222222222222,33,1,32,1,32,0,0,Clark,10,50,0.1
Clark_depth10_read50_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.16666666666666666,33,1,32,1,32,0,0,Clark,10,50,0.2
Clark_depth10_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.2,33,1,32,1,32,0,0,Clark,10,50,0.3
Clark_depth10_read75_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,75,0.0
Clark_depth10_read75_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,75,0.1
Clark_depth10_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,75,0.2
Clark_depth10_read75_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,75,0.3
Clark_depth10_read100_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,100,0.0
Clark_depth10_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,100,0.1
Clark_depth10_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,100,0.2
Clark_depth10_read100_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,10,100,0.3
Clark_depth20_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,20,0.0
Clark_depth20_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,20,0.1
Clark_depth20_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,20,0.2
Clark_depth20_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,20,0.3
Clark_depth20_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.03333333333333333,33,1,32,1,32,0,0,Clark,20,30,0.0
Clark_depth20_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.03225806451612903,33,1,32,1,32,0,0,Clark,20,30,0.1
Clark_depth20_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.07692307692307693,33,1,32,1,32,0,0,Clark,20,30,0.2
Clark_depth20_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,30,0.3
Clark_depth20_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.11538461538461539,33,1,32,1,32,0,0,Clark,20,40,0.0
Clark_depth20_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.125,33,1,32,1,32,0,0,Clark,20,40,0.1
Clark_depth20_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.0625,33,1,32,1,32,0,0,Clark,20,40,0.2
Clark_depth20_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.125,33,1,32,1,32,0,0,Clark,20,40,0.3
Clark_depth20_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.08,33,1,32,1,32,0,0,Clark,20,50,0.0
Clark_depth20_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.09090909090909091,33,1,32,1,32,0,0,Clark,20,50,0.1
Clark_depth20_read50_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.16666666666666666,33,1,32,1,32,0,0,Clark,20,50,0.2
Clark_depth20_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.14285714285714285,33,1,32,1,32,0,0,Clark,20,50,0.3
Clark_depth20_read75_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,75,0.0
Clark_depth20_read75_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,75,0.1
Clark_depth20_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,75,0.2
Clark_depth20_read75_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,75,0.3
Clark_depth20_read100_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,100,0.0
Clark_depth20_read100_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,100,0.1
Clark_depth20_read100_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,100,0.2
Clark_depth20_read100_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,20,100,0.3
Clark_depth40_read20_deam0.0,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,20,0.0
Clark_depth40_read20_deam0.1,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,20,0.1
Clark_depth40_read20_deam0.2,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,20,0.2
Clark_depth40_read20_deam0.3,0.5,0.030303030303030304,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,20,0.3
Clark_depth40_read30_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.021897810218978103,33,1,32,1,32,0,0,Clark,40,30,0.0
Clark_depth40_read30_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.03508771929824561,33,1,32,1,32,0,0,Clark,40,30,0.1
Clark_depth40_read30_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.08,33,1,32,1,32,0,0,Clark,40,30,0.2
Clark_depth40_read30_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.05,33,1,32,1,32,0,0,Clark,40,30,0.3
Clark_depth40_read40_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.14893617021276595,33,1,32,1,32,0,0,Clark,40,40,0.0
Clark_depth40_read40_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.18181818181818182,33,1,32,1,32,0,0,Clark,40,40,0.1
Clark_depth40_read40_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.15384615384615385,33,1,32,1,32,0,0,Clark,40,40,0.2
Clark_depth40_read40_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.07692307692307693,33,1,32,1,32,0,0,Clark,40,40,0.3
Clark_depth40_read50_deam0.0,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.1111111111111111,33,1,32,1,32,0,0,Clark,40,50,0.0
Clark_depth40_read50_deam0.1,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.18518518518518517,33,1,32,1,32,0,0,Clark,40,50,0.1
Clark_depth40_read50_deam0.2,0.875,0.2,0.030303030303030304,1.0,0.058823529411764705,-0.2857142857142857,33,1,32,1,32,0,0,Clark,40,50,0.2
Clark_depth40_read50_deam0.3,0.90625,0.25,0.030303030303030304,1.0,0.058823529411764705,-0.1,33,1,32,1,32,0,0,Clark,40,50,0.3
Clark_depth40_read75_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,75,0.0
Clark_depth40_read75_deam0.1,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,75,0.1
Clark_depth40_read75_deam0.2,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,75,0.2
Clark_depth40_read75_deam0.3,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,75,0.3
Clark_depth40_read100_deam0.0,0.84375,0.16666666666666666,0.030303030303030304,1.0,0.058823529411764705,0.0,33,1,32,1,32,0,0,Clark,40,100,0.0
